Youtuber,Subscribers,Video Views,Category,Title,Uploads,Country,Abbreviation,Channel Type,Video Views Rank,Country Rank,Channel Type Rank,Video Views For The Last 30 Days,Lowest Monthly Earnings,Highest Monthly Earnings,Lowest Yearly Earnings,Highest Yearly Earnings,Subscribers For Last 30 Days,Created Year,Created Month,Created Date,Gross Tertiary Education Enrollment (%),Population,Unemployment Rate,Urban Population,Latitude,Longitude
penguinz0,13300000,7773543609,Gaming,penguinz0,4613,United States,US,Entertainment,689,166,162,188948000,47200.0,755800.0,566800.0,9100000.0,200000,2007,May,7.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Just For Laughs Gags,13300000,7406628736,Comedy,Just For Laughs Gags,6916,United States,US,Comedy,764,167,38,17468000,4400.0,69900.0,52400.0,838500.0,100000,2007,Jan,14.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Kabita's Kitchen,13300000,2831275503,Howto & Style,Kabita's Kitchen,1489,India,IN,Howto,3123,117,32,43118000,10800.0,172500.0,129400.0,2100000.0,0,2014,Oct,7.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
BanderitaX,13300000,4129249415,Gaming,BanderitaX,1640,Saudi Arabia,SA,Games,1818,7,63,70712000,17700.0,282800.0,212100.0,3400000.0,200000,2013,Aug,20.0,68.0,34268528,5.93,28807838,23.885942,45.079162
AzzyLand,13300000,6412313570,Gaming,AzzyLand,1749,Canada,CA,Entertainment,949,12,163,5387000,1300.0,21500.0,16200.0,258600.0,100000,2015,May,8.0,68.9,36991981,5.56,30628482,56.130366,-106.346771
HUBA,13200000,9884886099,Entertainment,HUBA,538,United States,US,Entertainment,454,167,163,319647000,79900.0,1300000.0,958900.0,15300000.0,500000,2021,Feb,20.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
BIBO,13200000,1148422000,Entertainment,BIBO ,192,Russia,RU,Entertainment,9855,13,163,8769000,2200.0,35100.0,26300.0,420900.0,200000,2019,Jan,10.0,81.9,144373535,4.59,107683889,61.52401,105.318756
Brawl Stars,13200000,2036408398,Gaming,Brawl Stars,172,Finland,FI,Games,4846,1,64,20369000,5100.0,81500.0,61100.0,977700.0,0,2017,Apr,28.0,88.2,5520314,6.59,4716888,61.92411,25.748151
Ei Nerd,13200000,3568392223,Entertainment,Einerd,0,Unknown,Unknown,Games,4057944,0,7399,0,0.0,0.0,0.0,0.0,0,2007,Nov,19.0,0.0,0,0.0,0,,
Sonotek Bhakti,13200000,3789736218,Entertainment,Sonotek Bhakti,8019,India,IN,Music,2063,118,142,25321000,6300.0,101300.0,76000.0,1200000.0,0,2010,Dec,27.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Vilmei,13200000,4205664894,Unknown,Vilmei,1324,Indonesia,ID,People,1786,30,55,264308000,66100.0,1100000.0,792900.0,12700000.0,800000,2013,Sep,25.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
MC Divertida,13200000,5224764969,Entertainment,MC Divertida,413,Brazil,BR,Entertainment,1269,49,164,64517000,16100.0,258100.0,193600.0,3100000.0,100000,2018,Jan,17.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
The Infographics Show,13200000,5263540904,Education,The Infographics Show,4279,United States,US,Education,1252,168,42,51820000,13000.0,207300.0,155500.0,2500000.0,100000,2011,Feb,26.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
jbalvinVEVO,13200000,20743586601,Music,jbalvinVEVO,237,Colombia,CO,Music,113,10,142,86270000,21600.0,345100.0,258800.0,4100000.0,0,2010,Sep,30.0,55.3,50339443,9.71,40827302,4.570868,-74.297333
TwinsFromRussia,13200000,9378175604,People & Blogs,TwinsFromRussia,6888,United States,US,People,503,168,55,119389000,29800.0,477600.0,358200.0,5700000.0,300000,2011,May,16.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Technology Gyan,13200000,1138262456,Science & Technology,Technology Gyan,1022,India,IN,Tech,9955,118,17,18518000,4600.0,74100.0,55600.0,888900.0,100000,2015,Nov,17.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
CookingShooking Hindi,13200000,1758603195,People & Blogs,CookingShooking Hindi,393,India,IN,Howto,5855,118,33,11490000,2900.0,46000.0,34500.0,551500.0,0,2017,Apr,4.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Ryan Trahan,13100000,2182651464,Entertainment,Ryan Trahan,33,United States,US,People,4051001,7683,7670,248,0.06,0.99,0.74,12.0,1,2022,Jun,27.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Alex Gonzaga Official,13100000,1401914513,People & Blogs,Alex Gonzaga Official,287,Philippines,PH,People,7733,11,56,10848000,2700.0,43400.0,32500.0,520700.0,0,2017,Jul,18.0,35.5,108116615,2.15,50975903,12.879721,121.774017
WiederDude,13100000,2733682792,Unknown,WiederDude,289,United States,US,Games,3275,169,65,56894000,14200.0,227600.0,170700.0,2700000.0,100000,2016,Jun,12.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Ian Boggs,13100000,9110348202,Entertainment,Ian Boggs,1327,Unknown,Unknown,Entertainment,520,0,163,329312000,82300.0,1300000.0,987900.0,15800000.0,700000,2010,Mar,25.0,0.0,0,0.0,0,,
Lokdhun Punjabi,13100000,4712624489,Music,Lokdhun Punjabi,1262,India,IN,Music,1484,119,143,34438000,8600.0,137800.0,103300.0,1700000.0,100000,2010,Dec,27.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Knowledge Tv,13100000,1936582704,People & Blogs,Knowledge Tv ,7,Unknown,Unknown,People,4054334,0,7714,2,0.0,0.01,0.01,0.1,0,2019,Nov,24.0,0.0,0,0.0,0,,
Painzeiro,13100000,2555801802,People & Blogs,Painzeiro,1077,Brazil,BR,People,3545,50,56,43990000,11000.0,176000.0,132000.0,2100000.0,100000,2015,Nov,6.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Peppa Pig em Portugu,13100000,4214172991,Film & Animation,Peppa Pig em Portugu,1365,Brazil,BR,Film,1770,49,43,27340000,6800.0,109400.0,82000.0,1300000.0,100000,2014,May,6.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Ms Yeah,13100000,4399833602,People & Blogs, Ms Yeah,435,United States,US,Howto,1650,169,34,60661000,15200.0,242600.0,182000.0,2900000.0,100000,2017,Feb,15.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Hungria Hip Hop,13100000,4608751851,Music,Hungria Hip Hop,73,Brazil,BR,Music,1541,50,143,48223000,12100.0,192900.0,144700.0,2300000.0,0,2013,Apr,13.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
RaptorGamer,13100000,2879263916,People & Blogs,RaptorGamer,1444,Ecuador,EC,Games,3044,2,65,62909000,15700.0,251600.0,188700.0,3000000.0,300000,2016,Jul,16.0,44.9,17373662,3.97,11116711,-1.831239,-78.183406
RedeTV,13100000,5333569294,Entertainment,RedeTV,36760,Brazil,BR,Entertainment,1240,50,165,17588000,4400.0,70400.0,52800.0,844200.0,0,2011,Oct,18.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
twenty one pilots,13100000,5264039679,Music,twenty one pilots,194,United States,US,Music,1255,169,143,50922000,12700.0,203700.0,152800.0,2400000.0,0,2009,Sep,5.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
DJ Khaled,13100000,6637820731,Music,DjKhaled,12,Samoa,WS,Music,3967392,81,5659,379,0.09,2.0,1.0,18.0,3,2006,May,27.0,7.6,202506,8.36,35588,-13.759029,-172.104629
Davie504,13000000,2683297849,Entertainment,Davie504,838,Italy,IT,Entertainment,3340,2,166,29870000,7500.0,119500.0,89600.0,1400000.0,100000,2011,May,18.0,61.9,60297396,9.89,42651966,41.87194,12.56738
Everson Zoio,13000000,1024467771,Comedy,Everson Zoio,625,Brazil,BR,Entertainment,11340,51,166,3052000,763.0,12200.0,9200.0,146500.0,0,2009,Mar,26.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Calon Sarjana,13000000,10664585,Entertainment,Calon Sarjana,29,Indonesia,ID,Entertainment,772571,31,166,2292000000,0.0,0.0,0.0,0.0,300000,2016,Jan,20.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
Lofi Girl,13000000,1698279553,Music,Lofi Girl,409,France,FR,Music,6059,3,143,30471000,7600.0,121900.0,91400.0,1500000.0,100000,2015,Mar,18.0,65.6,67059887,8.43,54123364,46.227638,2.213749
Jomy Production,13000000,5057163256,Entertainment,SRK Edie soon,8,India,IN,Unknown,3686280,5227,0,2,0.0,0.01,0.01,0.1,0,2021,Mar,18.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
GH'S,13000000,8739174649,Gaming,GH'S,510,South Korea,KR,Games,553,15,65,1081000000,270300.0,4300000.0,3200000.0,51900000.0,1000000,2020,Jul,7.0,94.3,51709098,4.15,42106719,35.907757,127.766922
JesseAndMike,13000000,9999238237,Entertainment,JesseAndMike,716,United States,US,Entertainment,440,170,166,41109000,10300.0,164400.0,123300.0,2000000.0,0,2007,Apr,29.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Wolfoo Channel,13000000,301547793,Unknown,Wolfoo Channel,22,Pakistan,PK,People,4035874,3926,7638,590,0.15,2.0,2.0,28.0,8,2021,Aug,11.0,9.0,216565318,4.45,79927762,30.375321,69.345116
Susy Mouriz,13000000,6270909026,Entertainment,Susy Mouriz,1299,Mexico,MX,Entertainment,969,31,165,368437000,92100.0,1500000.0,1100000.0,17700000.0,600000,2017,Mar,18.0,40.2,126014024,3.42,102626859,23.634501,-102.552784
7 Minutoz,13000000,4349562794,Music,7 Minutoz,521,Brazil,BR,Music,1692,51,144,29526000,7400.0,118100.0,88600.0,1400000.0,0,2012,Jun,4.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
The LaBrant Fam,13000000,4637474071,Comedy,The LaBrant Fam,612,United States,US,People,1557,170,57,42412000,0.0,0.0,0.0,0.0,0,2012,Aug,24.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Pastor Ant,12900000,2112274210,People & Blogs,Pastor Ant,4712,Brazil,BR,People,4602,52,58,31796000,7900.0,127200.0,95400.0,1500000.0,100000,2013,Jan,19.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Matheus Yurley,12900000,140022442,Entertainment,Matheus Yurley,69,Brazil,BR,Entertainment,93531,52,167,147626,37.0,591.0,443.0,7100.0,0,2015,Jan,27.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
gymvirtual,12900000,2509752944,Sports,gymvirtual,1572,Spain,ES,Sports,3645,17,12,11993000,3000.0,48000.0,36000.0,575700.0,100000,2010,Nov,1.0,88.9,47076781,13.96,37927409,40.463667,-3.74922
BIBO,12900000,3178222797,Entertainment,BIBO,193,South Korea,KR,Entertainment,2649,16,167,4001000,1000.0,16000.0,12000.0,192100.0,0,2016,Aug,8.0,94.3,51709098,4.15,42106719,35.907757,127.766922
Top Viral Talent,12900000,3643698504,Entertainment,Top Viral Talent,1598,United States,US,Entertainment,2177,171,167,29379000,7300.0,117500.0,88100.0,1400000.0,100000,2014,Jan,2.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Akon,12900000,6300933122,Music,Akon,39,United States,US,Music,976,171,145,91240000,22800.0,365000.0,273700.0,4400000.0,100000,2005,Nov,5.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
AlArabiya,12900000,7520379951,People & Blogs,AlArabiya ,169304,United Arab Emirates,AE,News,737,8,23,80219000,20100.0,320900.0,240700.0,3900000.0,100000,2006,Sep,19.0,36.8,9770529,2.35,8479744,23.424076,53.847818
Rauw Alejandro,12900000,11504090820,Music,Rauw Alejandro,168,Unknown,Unknown,Music,348,5,145,205548000,51400.0,822200.0,616600.0,9900000.0,100000,2014,Dec,11.0,0.0,0,0.0,0,,
EnriqueIglesiasVEVO,12900000,15446707595,Music,EnriqueIglesiasVEVO,137,United States,US,Music,210,171,145,75773000,18900.0,303100.0,227300.0,3600000.0,100000,2009,May,12.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
The Shiny Peanut,12900000,2848466522,Education,The Shiny Peanut,2337,Indonesia,ID,Entertainment,3109,32,167,837700,209.0,3400.0,2500.0,40200.0,0,2016,Oct,26.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
Talking Angela,12800000,3632438963,Entertainment,Talking Angela,233,United Kingdom,GB,Film,2184,31,45,27957000,7000.0,111800.0,83900.0,1300000.0,0,2014,Sep,2.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
Melon City Show -,12800000,5863456698,Comedy,Melon City Show - ,1727,Iraq,IQ,Comedy,1087,2,40,35336000,8800.0,141300.0,106000.0,1700000.0,0,2016,Jan,30.0,16.2,39309783,12.82,27783368,33.223191,43.679291
Duo Tiempo De Sol,12800000,6662288136,Music,Duo Tiempo De Sol,323,Spain,ES,Education,896,17,44,53988000,13500.0,216000.0,162000.0,2600000.0,100000,2013,Mar,26.0,88.9,47076781,13.96,37927409,40.463667,-3.74922
Troom Troom India,12800000,6804072897,Howto & Style,Troom Troom India,2385,Unknown,Unknown,Howto,873,0,35,17270000,4300.0,69100.0,51800.0,829000.0,0,2015,Apr,19.0,0.0,0,0.0,0,,
MrSuicideSheep,12800000,6970899521,Entertainment,MrSuicideSheep,3483,Canada,CA,Entertainment,842,13,168,18118000,4500.0,72500.0,54400.0,869600.0,0,2010,Apr,9.0,68.9,36991981,5.56,30628482,56.130366,-106.346771
Adam W,12800000,9502983550,Comedy,Adam W,681,United States,US,Comedy,492,171,39,228951000,57200.0,915800.0,686900.0,11000000.0,200000,2015,Oct,4.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Right to Shiksha,12800000,7876740921,Education,Right to Shiksha,2044,India,IN,Education,670,120,45,213738000,53400.0,855000.0,641200.0,10300000.0,300000,2020,Apr,23.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Beyonc,12800000,14185611472,Music,Beyonc,168,United States,US,Music,250,172,146,89566000,22400.0,358300.0,268700.0,4300000.0,0,2009,Sep,2.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
FACT FIRE KING,12700000,1159290255,Unknown,FACT FIRE KING,782,India,IN,Games,9683,120,66,51291000,12800.0,205200.0,153900.0,2500000.0,500000,2020,Jul,29.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Ian Lucas,12700000,1450874545,Entertainment,Ian Lucas,50,Unknown,Unknown,Entertainment,4052208,0,6682,48,0.0,0.0,0.0,0.0,8,2016,Apr,16.0,0.0,0,0.0,0,,
Franco Escamilla,12700000,4266957149,Comedy,Franco Escamilla,2483,Mexico,MX,Comedy,1740,32,41,77482000,19400.0,309900.0,232400.0,3700000.0,100000,2007,Oct,19.0,40.2,126014024,3.42,102626859,23.634501,-102.552784
Adexe & Nau,12700000,4579773883,Music,Adexe & Nau,594,Spain,ES,Music,1563,18,147,10083000,2500.0,40300.0,30200.0,484000.0,0,2013,Dec,22.0,88.9,47076781,13.96,37927409,40.463667,-3.74922
Diana and Roma IND,12700000,5567832210,Unknown,Diana and Roma IND,534,United States,US,Entertainment,1173,173,169,46602000,11700.0,186400.0,139800.0,2200000.0,100000,2019,Nov,7.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Jass Records,12700000,5958994201,Music,JassRecords,1,Unknown,Unknown,Music,4056853,0,5789,1,0.0,0.0,0.0,0.05,0,2012,Feb,10.0,0.0,0,0.0,0,,
Future,12700000,9927699419,Music,Future AMV's,119,United States,US,Film,270216,1944,1473,472367,118.0,1900.0,1400.0,22700.0,1000,2020,Nov,7.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
YoungBoy Never Broke Again,12700000,13174393401,Entertainment,YoungBoy Never Broke Again,142,United States,US,Music,279,173,147,169968000,42500.0,679900.0,509900.0,8200000.0,100000,2015,Jan,4.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Blossom,12700000,4733873025,Howto & Style,Blossom,812,United States,US,Howto,1472,173,36,43868000,11000.0,175500.0,131600.0,2100000.0,100000,2017,Jun,1.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Ref,12700000,2709954270,Entertainment,Refugio Mental,846,Unknown,Unknown,Entertainment,2218,0,155,6942000,1700.0,27800.0,20800.0,333200.0,0,2013,Aug,10.0,0.0,0,0.0,0,,
Piuzinho,12700000,1081285962,Gaming,Piuzinho,504,Brazil,BR,Games,10642,53,67,3619000,905.0,14500.0,10900.0,173700.0,0,2015,May,13.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Heidi y Zidane,12700000,6001189018,Unknown,Heidi y Zidane,600,United States,US,People,1052,173,60,16117000,4000.0,64500.0,48400.0,773600.0,0,2019,Dec,2.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Go Ami Go!,12700000,1714955279,People & Blogs,Go Ami Go!,252,Colombia,CO,People,5821,11,57,327600000,81900.0,1300000.0,982800.0,15700000.0,1500000,2015,Dec,3.0,55.3,50339443,9.71,40827302,4.570868,-74.297333
Morgz,12600000,3303595310,Gaming,Morgz,825,United Kingdom,GB,Entertainment,2491,32,170,58838000,14700.0,235400.0,176500.0,2800000.0,100000,2014,Jun,10.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
CaseyNeistat,12600000,3152402405,People & Blogs,CaseyNeistat,1101,United States,US,People,2681,174,61,5952000,1500.0,23800.0,17900.0,285700.0,100000,2010,Feb,15.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
SULGI,12600000,3485373675,People & Blogs,SULGI,683,South Korea,KR,People,2313,17,61,113132000,28300.0,452500.0,339400.0,5400000.0,300000,2012,Nov,5.0,94.3,51709098,4.15,42106719,35.907757,127.766922
NickiMinajAtVEVO,12600000,8831179714,Music,NickiMinajAtVEVO,99,United States,US,Music,557,174,148,35027000,8800.0,140100.0,105100.0,1700000.0,0,2010,Apr,1.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Ellie Goulding,12600000,6969178081,Music,Ellie Goulding,218,United Kingdom,GB,Music,841,32,148,36681000,9200.0,146700.0,110000.0,1800000.0,0,2007,Jan,29.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
colinfurze,12500000,1612094871,Entertainment,colinfurze,385,United Kingdom,GB,Entertainment,6487,33,171,8482000,2100.0,33900.0,25400.0,407200.0,0,2006,Nov,15.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
People Vs Food,12500000,1136534702,Entertainment,People Vs Food,601,United States,US,Entertainment,9980,175,171,15340000,3800.0,61400.0,46000.0,736300.0,0,2013,Jul,30.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Wolfoo Family,12500000,161254021,Unknown,Wolfoo Family,61,United States,US,Film,81750,175,46,757789000,0.0,0.0,0.0,0.0,0,2019,Oct,21.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Ja Mill,12500000,1302818088,People & Blogs,jamill,0,Unknown,Unknown,Unknown,4048879,0,0,0,0.0,0.0,0.0,0.0,0,2006,Feb,22.0,0.0,0,0.0,0,,
Health Time,12500000,1002219689,Howto & Style,Health Time,1810,India,IN,People,11667,123,62,1395000,349.0,5600.0,4200.0,66900.0,0,2016,Sep,25.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Yair17,12500000,1402042328,Gaming,Yair17,1109,Mexico,MX,Games,7741,33,68,8869000,2200.0,35500.0,26600.0,425700.0,0,2014,Jan,22.0,40.2,126014024,3.42,102626859,23.634501,-102.552784
Little Baby Bum en Espa,12500000,6956320454,Education,Little Baby Bum en Espa,1459,Spain,ES,Education,843,19,46,16319000,4100.0,65300.0,49000.0,783300.0,0,2014,Jun,6.0,88.9,47076781,13.96,37927409,40.463667,-3.74922
First We Feast,12500000,2983799729,Howto & Style,First We Feast,1076,United States,US,Entertainment,2892,175,171,111252000,27800.0,445000.0,333800.0,5300000.0,200000,2014,Feb,28.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
M,12500000,3140883140,Travel & Events,M,766,Mexico,MX,Entertainment,2691,33,171,31007000,7800.0,124000.0,93000.0,1500000.0,0,2015,Jul,6.0,40.2,126014024,3.42,102626859,23.634501,-102.552784
Bebefinn - Nursery Rhymes & Kids Songs,12500000,4163639093,Unknown,Bebefinn - Nursery Rhymes & Kids Songs,322,United States,US,Entertainment,1794,175,171,565459000,0.0,0.0,0.0,0.0,500000,2022,Mar,30.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Troom Troom PT,12500000,4384177908,Howto & Style,Troom Troom PT,2738,Unknown,Unknown,Howto,1667,0,37,13501000,3400.0,54000.0,40500.0,648100.0,0,2015,Apr,19.0,0.0,0,0.0,0,,
Parafernalha,12500000,4625777945,Entertainment,Parafernalha,1888,Brazil,BR,Entertainment,1532,54,171,7158000,1800.0,28600.0,21500.0,343600.0,0,2011,May,13.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
NDTV,12500000,4935793409,Entertainment,NDTV,151136,India,IN,News,1395,123,24,58527000,14600.0,234100.0,175600.0,2800000.0,100000,2006,May,8.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
elcarteldesantatv,12500000,7489455451,Music,elcarteldesantatv,377,Mexico,MX,Entertainment,743,33,171,115881000,29000.0,463500.0,347600.0,5600000.0,100000,2008,Nov,27.0,40.2,126014024,3.42,102626859,23.634501,-102.552784
Family Fitness,12500000,10384848759,Entertainment,Family Fitness,1699,India,IN,Entertainment,413,123,171,235715000,58900.0,942900.0,707100.0,11300000.0,400000,2017,Jan,18.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Zee Tamil,12500000,11552190002,Entertainment,Zee Tamil,102699,India,IN,Entertainment,342,123,171,349940000,87500.0,1400000.0,1000000.0,16800000.0,200000,2008,Aug,26.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Flowers Comedy,12500000,11691081301,Entertainment,Flowers Comedy,11907,India,IN,Entertainment,337,122,170,180021000,45000.0,720100.0,540100.0,8600000.0,100000,2015,Aug,19.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Mundo Bita,12500000,16690788752,Music,Mundo Bita,253,Brazil,BR,Music,171,54,149,213700000,53400.0,854800.0,641100.0,10300000.0,100000,2011,Sep,29.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Wave Music Bhakti,12500000,5146004207,Music,Wave Music Bhakti,19899,India,IN,Music,1299,123,149,11079000,2800.0,44300.0,33200.0,531800.0,0,2011,Apr,19.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Troom Troom Indonesia,12500000,5379684248,People & Blogs,TROOM TROOM INDONESIA,8,Unknown,Unknown,People,4057418,0,7712,1,0.0,0.0,0.0,0.05,0,2020,Jul,29.0,0.0,0,0.0,0,,
CKM,12500000,4465772496,Comedy,CKM,117,India,IN,Comedy,1621,123,42,13142000,3300.0,52600.0,39400.0,630800.0,0,2018,Feb,20.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Quantum Tech HD,12500000,4340213066,Science & Technology,MrMughall Gaming,223,Pakistan,PK,Unknown,3956586,3554,0,8721,2.0,35.0,26.0,419.0,32,2022,Apr,23.0,9.0,216565318,4.45,79927762,30.375321,69.345116
vector,12400000,7597013023,Comedy,vector,398,United States,US,Comedy,720,176,43,903672000,225900.0,3600000.0,2700000.0,43400000.0,1200000,2019,Mar,24.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
DEV Ke Facts,12400000,1971226335,Unknown,DEV Ke Facts,218,India,IN,Education,5034,124,47,273670000,68400.0,1100000.0,821000.0,13100000.0,600000,2012,Sep,29.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Hero Movies 2023,12400000,1689090619,People & Blogs,Hero Movies 2023,689,Unknown,Unknown,People,6116,0,63,21837000,5500.0,87300.0,65500.0,1000000.0,0,2017,Feb,22.0,0.0,0,0.0,0,,
LOUD,12400000,2394143260,Gaming,WatchLOUD,690,United States,US,Entertainment,186431,1795,1759,27596,7.0,110.0,83.0,1300.0,0,2006,Jan,4.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
