,name,rating,card_type,position,nation,league,team,PAC,SHO,PAS,DRI,DEF,PHY
914,Jonas Hofmann,88,team-of-the-week,CAM,Germany,Bundesliga,M'gladbach,83,85,87,88,72,82
915,Stephy Mavididi,88,team-of-the-week,LM,England,Ligue 1 Uber Eats,Montpellier,95,87,81,88,40,80
916,Dani Olmo,88,team-of-the-week,CAM,Spain,Bundesliga,RB Leipzig,77,85,88,92,60,70
917,Lautaro Martínez,88,team-of-the-week,ST,Argentina,Serie A TIM,Inter,85,87,75,88,50,86
918,Jorginho,88,flashback-player-sbc,CM,Italy,Premier League,Arsenal,83,76,92,88,84,84
919,Coutinho,88,player-moments,CAM,Brazil,Premier League,Aston Villa,80,85,86,91,56,65
920,Rafael Santos Borré,88,player-moments,ST,Colombia,Bundesliga,Frankfurt,87,87,84,89,60,86
921,Alphonso Davies,88,toty-honourable-mentions,LB,Canada,Bundesliga,FC Bayern München,97,70,84,88,80,82
922,Nabil Fekir,88,toty-honourable-mentions,CAM,France,LaLiga Santander,Real Betis,87,87,88,87,41,85
923,Nicolás Otamendi,88,toty-honourable-mentions,CB,Argentina,Liga Portugal,SL Benfica,80,63,70,69,90,87
924,Matthijs de Ligt,88,team-of-the-week,CB,Netherlands,Bundesliga,FC Bayern München,80,62,65,73,88,90
925,Ivan Rakitić,88,team-of-the-week,CF,Croatia,LaLiga Santander,Sevilla FC,76,84,90,82,80,72
926,Riyad Mahrez,88,team-of-the-week,RM,Algeria,Premier League,Manchester City,84,85,84,92,40,64
927,Stephan El Shaarawy,88,team-of-the-week,CF,Italy,Serie A TIM,Roma FC,93,84,84,88,57,77
928,İlkay Gündoğan,88,player-moments,CM,Germany,Premier League,Manchester City,78,84,88,88,78,78
929,Edin Džeko,88,domestic-man-of-the-match,ST,Bosnia Herzegovina,Serie A TIM,Inter,71,88,75,83,49,80
930,Paulo Dybala,88,team-of-the-week,CF,Argentina,Serie A TIM,Roma FC,83,87,87,92,42,64
931,Thiago Silva,88,team-of-the-week,CB,Brazil,Premier League,Chelsea,53,56,75,74,89,80
932,Henrikh Mkhitaryan,88,showdown-plus,CAM,Armenia,Serie A TIM,Inter,89,86,86,90,63,80
933,Fred,88,fut-centurions,CM,Brazil,Premier League,Manchester Utd,85,76,86,90,83,80
934,Parejo,88,team-of-the-week,CM,Spain,LaLiga Santander,Villarreal CF,54,85,92,83,73,71
935,Martin Terrier,88,fut-centurions,LW,France,Ligue 1 Uber Eats,Stade Rennais FC,93,88,84,86,43,80
936,Jordi Alba,88,fut-centurions,LB,Spain,LaLiga Santander,FC Barcelona,87,73,85,85,80,76
937,Jamie Vardy,88,fut-centurions,ST,England,Premier League,Leicester City,88,88,76,83,55,75
938,Matteo Politano,88,winter-wildcards,ST,Italy,Serie A TIM,Napoli,92,86,85,91,49,62
939,Martin Ødegaard,88,team-of-the-week,CM,Norway,Premier League,Arsenal,85,82,90,88,62,67
940,Raphaël Varane,88,winter-wildcards,CB,France,Premier League,Manchester Utd,85,53,68,72,89,85
941,Fikayo Tomori,88,winter-wildcards,CB,England,Serie A TIM,Milan,88,45,65,71,88,85
942,Cody Gakpo,88,world-cup-team-of-the-tournament,ST,Netherlands,Eredivisie,PSV,91,88,84,90,46,82
943,Diogo Dalot,88,world-cup-team-of-the-tournament,RB,Portugal,Premier League,Manchester Utd,89,73,85,88,85,87
944,Diogo Dalot,88,world-cup-team-of-the-tournament,RB,Portugal,Premier League,Manchester Utd,89,73,85,88,85,87
945,Thiago Silva,88,world-cup-team-of-the-tournament,CB,Brazil,Premier League,Chelsea,77,56,77,76,90,83
946,Dušan Vlahović,88,world-cup-phenoms,ST,Serbia,Serie A TIM,Juventus,86,90,73,88,32,85
947,Youri Tielemans,88,world-cup-phenoms,CDM,Belgium,Premier League,Leicester City,73,83,89,84,82,78
948,Davor Šuker,88,world-cup-icon,ST,Croatia,Icons,Icons,86,91,81,90,44,76
949,Éder Militão,88,world-cup-phenoms,CB,Brazil,LaLiga Santander,Real Madrid,87,52,75,76,88,86
950,Bukayo Saka,88,world-cup-phenoms,RM,England,Premier League,Arsenal,91,83,83,88,68,75
951,Richarlison,88,world-cup-stories,ST,Brazil,Premier League,Spurs,89,87,80,88,61,86
952,Leroy Sané,88,world-cup-stories,CAM,Germany,Bundesliga,FC Bayern München,92,87,85,89,42,72
953,Edinson Cavani,88,world-cup-stories,ST,Uruguay,World Cup,Uruguay,87,90,75,88,58,83
954,Dani Alves,88,world-cup-stories,RB,Brazil,World Cup,Brazil,90,78,89,86,85,82
955,Marcus Rashford,88,world-cup-stories,LW,England,Premier League,Manchester Utd,92,87,82,86,50,81
956,Luis Hernández,88,world-cup-icon,ST,Mexico,Icons,Icons,92,88,73,88,48,69
957,Gianluca Zambrotta,88,world-cup-icon,RB,Italy,Icons,Icons,89,71,83,83,87,86
958,Sergio Busquets,88,road-to-world-cup,CDM,Spain,LaLiga Santander,FC Barcelona,77,80,86,87,88,83
959,Georginio Wijnaldum,88,road-to-world-cup,CM,Netherlands,Serie A TIM,Roma FC,78,80,85,88,85,86
960,Gonzalo Higuaín,88,premium-squad-building-challenge,ST,Argentina,Major League Soccer,Inter Miami CF,87,89,80,85,34,82
961,Sofiane Boufal,88,world-cup-path-to-glory,CF,Morocco,Ligue 1 Uber Eats,Angers SCO,90,84,87,95,41,70
962,Christian Pulisic,88,world-cup-path-to-glory,LW,United States,Premier League,Chelsea,93,82,83,92,43,65
963,João Cancelo,88,world-cup-player,LB,Portugal,World Cup,Portugal,85,73,85,85,81,73
964,Rúben Dias,88,world-cup-player,CB,Portugal,World Cup,Portugal,63,39,66,68,88,88
965,Robbie Keane,88,world-cup-hero,ST,Republic of Ireland,Premier League,HERO,90,91,78,91,47,79
966,Claudio Marchisio,88,world-cup-hero,CM,Italy,Serie A TIM,HERO,83,84,86,87,81,83
967,Hidetoshi Nakata,88,world-cup-hero,CAM,Japan,Serie A TIM,HERO,87,86,86,87,63,67
968,Landon Donovan,88,world-cup-hero,RM,United States,Major League Soccer,HERO,92,90,83,87,48,73
969,Włodzimierz Smolarek,88,world-cup-hero,ST,Poland,PKO Bank Polski Ekstraklasa,HERO,94,90,82,92,43,85
970,Marquinhos,88,world-cup-player,CB,Brazil,World Cup,Brazil,79,56,75,74,89,80
971,Eden Hazard,88,world-cup-star,LW,Belgium,LaLiga Santander,Real Madrid,88,84,86,90,40,75
972,Luka Modrić,88,world-cup-player,CM,Croatia,World Cup,Croatia,73,76,89,88,72,66
973,Capdevila,88,world-cup-hero,LB,Spain,LaLiga Santander,HERO,90,78,83,82,87,82
974,Filip Kostić,88,world-cup-star,LM,Serbia,Serie A TIM,Juventus,90,83,87,86,75,85
975,Saeed Al Owairan,88,world-cup-hero,CAM,Saudi Arabia,MBS Pro League,HERO,99,86,83,92,38,76
976,Dirk Kuyt,88,world-cup-hero,RM,Netherlands,Premier League,HERO,87,90,84,86,72,84
977,Freddie Ljungberg,88,world-cup-hero,LM,Sweden,Premier League,HERO,90,85,84,88,47,80
978,Harry Kewell,88,world-cup-hero,CF,Australia,Premier League,HERO,91,87,89,89,53,71
979,Bernardo Silva,88,world-cup-player,CAM,Portugal,World Cup,Portugal,77,78,84,92,61,68
980,Mason Mount,88,world-cup-star,CAM,England,Premier League,Chelsea,85,87,89,86,60,77
981,Carvajal,88,world-cup-path-to-glory,RB,Spain,LaLiga Santander,Real Madrid,89,58,84,84,83,84
982,Arkadiusz Milik,88,world-cup-path-to-glory,ST,Poland,Serie A TIM,Juventus,88,88,77,84,42,82
983,Romelu Lukaku,88,world-cup-path-to-glory,ST,Belgium,Serie A TIM,Inter,87,88,78,83,40,86
984,David Alaba,88,rulebreakers,CB,Austria,LaLiga Santander,Real Madrid,81,66,85,83,87,87
985,Edin Džeko,88,rulebreakers,ST,Bosnia Herzegovina,Serie A TIM,Inter,89,88,68,83,48,82
986,Reece James,88,out-of-position,RW,England,Premier League,Chelsea,88,85,86,86,58,85
987,Theo Hernández,88,out-of-position,LW,France,Serie A TIM,Milan,95,82,81,85,65,85
988,Kai Havertz,88,rulebreakers,CAM,Germany,Premier League,Chelsea,88,86,77,89,49,84
989,David Alaba,88,rulebreakers,CB,Austria,LaLiga Santander,Real Madrid,81,66,85,83,91,81
990,Federico Valverde,88,ucl-road-to-the-knockouts,CM,Uruguay,LaLiga Santander,Real Madrid,91,79,85,84,84,85
991,Gabriel Jesus,88,ones-to-watch,ST,Brazil,Premier League,Arsenal,89,87,82,91,46,82
992,Diego Forlán,88,fut-heroes,ST,Uruguay,LaLiga Santander,HERO,86,90,79,85,55,76
993,Antonio Di Natale,88,fut-heroes,ST,Italy,Serie A TIM,HERO,90,91,85,90,46,70
994,Diego Milito,88,fut-heroes,ST,Argentina,Serie A TIM,HERO,83,89,75,84,43,80
995,Jay-Jay Okocha,88,fut-heroes,CAM,Nigeria,Premier League,HERO,87,83,83,93,40,60
996,Ricardo Carvalho,88,fut-heroes,CB,Portugal,Liga Portugal,HERO,77,56,71,73,91,82
997,Rafael Márquez,88,fut-heroes,CB,Mexico,LaLiga Santander,HERO,74,65,75,74,90,88
998,Javier Mascherano,88,fut-heroes,CB,Argentina,LaLiga Santander,HERO,76,55,76,75,89,86
999,Mario Gomez,88,fut-heroes,ST,Germany,Bundesliga,HERO,83,90,73,82,43,83
1000,Niklas Süle,88,ucl-road-to-the-knockouts,CB,Germany,Bundesliga,Borussia Dortmund,76,51,70,64,89,86
1001,Raheem Sterling,88,ones-to-watch,LW,England,Premier League,Chelsea,92,83,82,88,47,70
1002,Martin Ødegaard,88,uel-road-to-the-knockouts,CAM,Norway,Premier League,Arsenal,84,82,90,88,62,67
1003,Ángel Di María,88,ones-to-watch,RW,Argentina,Serie A TIM,Juventus,85,85,88,91,52,74
1004,Andriy Shevchenko,88,icon,ST,Ukraine,Icons,Icons,84,89,73,85,35,75
1005,Eric Cantona,88,icon,CF,France,Icons,Icons,87,88,87,90,50,90
1006,Patrick Kluivert,88,icon,ST,Netherlands,Icons,Icons,86,84,79,82,39,81
1007,Wayne Rooney,88,icon,CF,England,Icons,Icons,90,90,81,87,50,86
1008,Fernando Torres,88,icon,ST,Spain,Icons,Icons,91,87,73,86,43,75
1009,Raúl,88,icon,CF,Spain,Icons,Icons,86,86,78,88,45,72
1010,Christian Vieri,88,icon,ST,Italy,Icons,Icons,82,88,70,80,41,84
1011,Jairzinho,88,icon,RW,Brazil,Icons,Icons,91,88,84,90,47,74
1012,George Best,88,icon,RW,Northern Ireland,Icons,Icons,91,88,81,92,59,70
1013,Michael Owen,88,icon,ST,England,Icons,Icons,91,86,66,87,31,62
1014,Frank Lampard,88,icon,CM,England,Icons,Icons,66,88,87,83,70,76
1015,Xavi,88,icon,CM,Spain,Icons,Icons,81,75,89,88,63,64
1016,Luís Figo,88,icon,CAM,Portugal,Icons,Icons,88,84,87,88,42,77
1017,Juan Sebastián Verón,88,icon,CM,Argentina,Icons,Icons,74,83,88,83,75,82
1018,Rui Costa,88,icon,CAM,Portugal,Icons,Icons,82,80,87,86,47,76
1019,Patrick Vieira,88,icon,CM,France,Icons,Icons,85,75,80,84,86,89
1020,Robert Pirès,88,icon,LM,France,Icons,Icons,88,80,86,86,40,62
1021,Andrea Pirlo,88,icon,CM,Italy,Icons,Icons,70,79,91,90,66,64
1022,Clarence Seedorf,88,icon,CM,Netherlands,Icons,Icons,82,85,87,86,70,85
1023,Jari Litmanen,88,icon,CAM,Finland,Icons,Icons,83,89,81,83,33,64
1024,Marcel Desailly,88,icon,CDM,France,Icons,Icons,83,54,69,67,88,88
1025,Roy Keane,88,icon,CM,Republic of Ireland,Icons,Icons,74,72,84,78,85,88
1026,Emmanuel Petit,88,icon,CDM,France,Icons,Icons,75,77,81,77,86,88
1027,Javier Zanetti,88,icon,RB,Argentina,Icons,Icons,83,61,85,82,87,80
1028,Paolo Maldini,88,icon,LB,Italy,Icons,Icons,87,54,73,65,90,78
1029,Frank Rijkaard,88,icon,CB,Netherlands,Icons,Icons,78,73,79,78,88,85
1030,Alessandro Nesta,88,icon,CB,Italy,Icons,Icons,70,40,63,65,90,85
1031,Lothar Matthäus,88,icon,CB,Germany,Icons,Icons,82,82,87,77,90,80
1032,Franco Baresi,88,icon,CB,Italy,Icons,Icons,71,47,70,72,89,82
1033,Ronald Koeman,88,icon,CB,Netherlands,Icons,Icons,77,86,86,79,87,83
1034,Cafu,88,icon,RB,Brazil,Icons,Icons,89,55,82,85,86,83
1035,Nemanja Vidić,88,icon,CB,Serbia,Icons,Icons,70,46,60,61,91,88
1036,Roberto Carlos,88,icon,LB,Brazil,Icons,Icons,90,81,86,79,83,85
1037,Rio Ferdinand,88,icon,CB,England,Icons,Icons,80,48,65,64,89,82
1038,Bernardo Silva,88,rare,CAM,Portugal,Premier League,Manchester City,77,78,84,92,61,68
1039,Luka Modrić,88,rare,CM,Croatia,LaLiga Santander,Real Madrid,73,76,89,88,72,66
1040,João Cancelo,88,rare,LB,Portugal,Premier League,Manchester City,85,73,85,85,81,73
1041,Rúben Dias,88,rare,CB,Portugal,Premier League,Manchester City,63,39,66,68,88,88
1042,Toni Kroos,88,rare,CM,Germany,LaLiga Santander,Real Madrid,53,81,90,81,71,68
1043,Erling Haaland,88,rare,ST,Norway,Premier League,Manchester City,89,91,65,80,49,87
1044,Marquinhos,88,rare,CB,Brazil,Ligue 1 Uber Eats,Paris SG,79,56,75,74,89,80
1045,Sami Al Jaber,87,world-cup-hero,ST,Saudi Arabia,MBS Pro League,HERO,90,87,76,85,45,72
1046,Adam Hložek,87,uefa-europa-league-motm,ST,Czech Republic,Bundesliga,Leverkusen,89,87,83,88,42,90
1047,Victor Lindelöf,87,domestic-man-of-the-match,CB,Sweden,Premier League,Manchester Utd,80,58,80,80,89,88
1048,Benjamin Pavard,87,team-of-the-week,RB,France,Bundesliga,FC Bayern München,78,64,82,80,89,87
1049,Iñaki Williams,87,team-of-the-week,RM,Ghana,LaLiga Santander,Athletic Club,96,86,80,85,45,89
1050,Diogo Jota,87,team-of-the-week,LW,Portugal,Premier League,Liverpool,88,86,78,87,59,80
1051,Vitinha,87,team-of-the-week,CM,Portugal,Ligue 1 Uber Eats,Paris SG,82,79,87,91,78,64
1052,Mario Hermoso,87,team-of-the-week,CB,Spain,LaLiga Santander,Atlético de Madrid,83,58,82,80,90,88
1053,Jack Grealish,87,team-of-the-week,LW,England,Premier League,Manchester City,80,80,87,90,49,72
1054,Mateus Uribe,87,team-of-the-week,CM,Colombia,Liga Portugal,FC Porto,82,84,83,85,87,88
1055,Steven Berghuis,87,team-of-the-week,CAM,Netherlands,Eredivisie,Ajax,86,87,89,87,46,76
1056,Denis Bouanga,87,team-of-the-week,LW,Gabon,Major League Soccer,LAFC,96,88,84,88,52,85
1057,Marcus Thuram,87,team-of-the-week,ST,France,Bundesliga,M'gladbach,90,88,82,87,57,85
1058,Nicolás González,87,fut-birthday,RW,Argentina,Serie A TIM,Fiorentina,94,85,84,90,50,70
1059,Jérôme Roussillon,87,showdown,LB,France,Bundesliga,Union Berlin,91,75,81,86,80,81
1060,Ridle Baku,87,fut-birthday,RM,Germany,Bundesliga,VfL Wolfsburg,90,82,82,88,77,85
1061,Jonathan Bamba,87,fut-birthday,LM,France,Ligue 1 Uber Eats,LOSC Lille,92,85,86,90,43,73
1062,Matteo Pessina,87,fut-birthday,CAM,Italy,Serie A TIM,AC Monza,86,84,86,88,81,81
1063,Matteo Pessina,87,fut-birthday,CAM,Italy,Serie A TIM,AC Monza,86,84,86,88,81,81
1064,Pedro Gonçalves,87,uefa-europa-league-motm,CM,Portugal,Liga Portugal,Sporting CP,85,87,87,90,63,71
1065,Jesper Karlsson,87,uecl-motm,LW,Sweden,Eredivisie,AZ,90,85,81,90,43,70
1066,Matteo Darmian,87,uefa-champions-league-motm,CB,Italy,Serie A TIM,Inter,80,66,77,83,88,82
1067,Piero Hincapié,87,fut-birthday,CB,Ecuador,Bundesliga,Leverkusen,88,47,80,82,87,83
1068,Simon Kjær,87,fut-birthday,CB,Denmark,Serie A TIM,Milan,83,59,72,80,90,88
1069,Xavi Simons,87,potm-eredivisie,CAM,Netherlands,Eredivisie,PSV,91,83,86,91,71,79
1070,Ciro Immobile,87,team-of-the-week,ST,Italy,Serie A TIM,Latium,86,88,70,81,40,77
1071,Axel Disasi,87,fut-birthday,CB,France,Ligue 1 Uber Eats,AS Monaco,84,39,71,79,87,88
1072,Romain Alessandrini,87,fut-birthday,ST,France,Chinese Football Association Super League,Shenzhen FC,98,86,84,88,57,80
1073,Samuel Chukwueze,87,fut-birthday,RM,Nigeria,LaLiga Santander,Villarreal CF,95,83,80,92,44,74
1074,Exequiel Palacios,87,team-of-the-week,CDM,Argentina,Bundesliga,Leverkusen,77,82,85,87,83,82
1075,Noni Madueke,87,vfua1,RW,England,Premier League,Chelsea,94,83,82,90,49,75
1076,Junior Firpo,87,vfua1,LB,Spain,Premier League,Leeds United,90,76,82,86,85,87
1077,Arnaut Danjuma,87,vfua1,LM,Netherlands,Premier League,Spurs,92,86,81,90,47,76
1078,Hattan Bahebri,87,vfua1,LW,Saudi Arabia,Rest of World,Al Shabab,90,82,82,92,63,75
1079,Aiden McGeady,87,vfua1,LM,Republic of Ireland,cinch Premiership,Hibernian,90,81,82,92,55,74
1080,Salem Al Dawsari,87,squad-foundations,LW,Saudi Arabia,Rest of World,Al Hilal,92,81,80,92,62,88
1081,Iago Aspas,87,team-of-the-week,ST,Spain,LaLiga Santander,RC Celta,85,87,82,88,37,66
1082,Kyle Walker-Peters,87,team-of-the-week,RB,England,Premier League,Southampton,87,52,78,86,84,82
1083,Éder Militão,87,team-of-the-week,CB,Brazil,LaLiga Santander,Real Madrid,88,54,74,76,88,85
1084,Mateo Kovačić,87,team-of-the-week,CM,Croatia,Premier League,Chelsea,74,73,86,91,75,75
1085,Raphaël Guerreiro,87,team-of-the-week,CM,Portugal,Bundesliga,Borussia Dortmund,81,83,91,92,82,62
1086,Loïs Openda,87,team-of-the-week,ST,Belgium,Ligue 1 Uber Eats,RC Lens,99,88,81,87,40,88
1087,Milot Rashica,87,fantasy-fut,LM,Kosovo,Süper Lig,Galatasaray,93,86,82,88,59,78
1088,Niklas Süle,87,team-of-the-week,CB,Germany,Bundesliga,Borussia Dortmund,75,50,69,61,87,85
1089,Daniel-Kofi Kyereh,87,out-of-position,LW,Ghana,Bundesliga,SC Freiburg,93,84,80,90,36,74
1090,Armand Laurienté,87,fantasy-fut,RM,France,Serie A TIM,Sassuolo,91,87,87,91,48,72
1091,Ángel Di María,87,domestic-man-of-the-match,RW,Argentina,Serie A TIM,Juventus,83,83,87,90,51,73
1092,Luka Jović,87,domestic-man-of-the-match,ST,Serbia,Serie A TIM,Fiorentina,87,88,77,86,35,83
1093,Kamal Miller,87,fantasy-fut,CB,Canada,Major League Soccer,CF Montréal,88,44,77,80,85,92
1094,Christopher Trimmel,87,fantasy-fut,RWB,Austria,Bundesliga,Union Berlin,88,77,87,84,86,90
1095,Eljif Elmas,87,showdown,CAM,FYR Macedonia,Serie A TIM,Napoli,86,81,85,92,76,80
1096,Jacob Murphy,87,showdown,RM,England,Premier League,Newcastle Utd,92,80,84,88,78,78
1097,Declan Rice,87,team-of-the-week,CDM,England,Premier League,West Ham,75,67,77,80,86,87
1098,André-Franck Zambo An...,87,team-of-the-week,CM,Cameroon,Serie A TIM,Napoli,85,78,80,87,87,90
1099,Phil Foden,87,team-of-the-week,RW,England,Premier League,Manchester City,84,81,84,90,58,63
1100,Hany Mukhtar,87,player-moments,CF,Germany,Major League Soccer,Nashville SC,90,84,86,87,55,76
1101,Thiago Martins,87,player-moments,CB,Brazil,Major League Soccer,New York City FC,84,57,72,77,87,88
1102,Sead Kolašinac,87,showdown,CB,Bosnia Herzegovina,Ligue 1 Uber Eats,OM,84,72,78,83,85,93
1103,Benjamin Henrichs,87,showdown,RWB,Germany,Bundesliga,RB Leipzig,90,63,81,87,85,83
1104,Antonio Sanabria,87,showdown,ST,Paraguay,Serie A TIM,Torino,88,89,80,87,40,80
1105,Marcel Halstenberg,87,uefa-champions-league-motm,CB,Germany,Bundesliga,RB Leipzig,81,75,82,82,86,89
1106,Dušan Tadić,87,team-of-the-week,CF,Serbia,Eredivisie,Ajax,73,85,89,87,46,81
1107,Marco Reus,87,team-of-the-week,CAM,Germany,Bundesliga,Borussia Dortmund,74,87,86,88,55,68
1108,Viktor Tsygankov,87,team-of-the-week,RM,Ukraine,LaLiga Santander,Girona FC,92,82,85,87,53,67
1109,Felipe Anderson,87,uecl-road-to-the-final,RW,Brazil,Serie A TIM,Latium,93,84,85,91,64,74
1110,Leonardo Spinazzola,87,flashback-player-sbc,LWB,Italy,Serie A TIM,Roma FC,95,69,80,85,83,80
1111,Donny van de Beek,87,player-moments,CM,Netherlands,Premier League,Manchester Utd,80,86,85,87,81,83
1112,Kevin Volland,87,uefa-europa-league-road-to-the-final,ST,Germany,Ligue 1 Uber Eats,AS Monaco,85,89,84,86,48,88
1113,Donyell Malen,87,uefa-champions-league-road-to-the-final,ST,Netherlands,Bundesliga,Borussia Dortmund,93,84,80,88,45,81
1114,Hamed Junior Traorè,87,fut-future-stars,CAM,Ivory Coast,Serie A TIM,Sassuolo,90,83,87,89,70,74
1115,Jonathan David,87,team-of-the-week,ST,Canada,Ligue 1 Uber Eats,LOSC Lille,90,88,80,86,41,80
1116,Luke Shaw,87,team-of-the-week,CB,England,Premier League,Manchester Utd,85,62,85,85,87,86
1117,Canales,87,team-of-the-week,RM,Spain,LaLiga Santander,Real Betis,87,83,88,85,72,75
1118,Téji Savanier,87,team-of-the-week,CAM,France,Ligue 1 Uber Eats,Montpellier,72,84,90,89,76,75
1119,Khéphren Thuram,87,fut-future-stars,CM,France,Ligue 1 Uber Eats,OGC Nice,85,81,85,87,86,87
1120,Benoît Badiashile,87,fut-future-stars,CB,France,Premier League,Chelsea,81,50,75,75,88,87
1121,Vinicius Souza,87,fut-future-stars,CDM,Brazil,LaLiga Santander,RCD Espanyol,80,46,79,84,86,91
1122,Joe Willock,87,fut-future-stars,CM,England,Premier League,Newcastle Utd,86,84,80,88,80,83
1123,Achraf Hakimi,87,team-of-the-week,RB,Morocco,Ligue 1 Uber Eats,Paris SG,94,78,83,83,79,82
1124,Theo Walcott,87,flashback-player-sbc,RW,England,Premier League,Southampton,99,86,82,87,44,72
1125,Sancet,87,fut-future-stars,ST,Spain,LaLiga Santander,Athletic Club,87,88,82,86,60,79
1126,Pierre Kalulu,87,fut-future-stars,CB,France,Serie A TIM,Milan,85,56,75,77,87,84
1127,Marcus Rashford,87,potm-premier-league,LW,England,Premier League,Manchester Utd,92,87,82,86,48,80
1128,Folarin Balogun,87,fut-future-stars,LW,England,Ligue 1 Uber Eats,Stade de Reims,96,80,84,88,40,77
1129,Folarin Balogun,87,fut-future-stars,ST,England,Ligue 1 Uber Eats,Stade de Reims,92,87,74,85,40,84
1130,Domenico Berardi,87,team-of-the-week,RW,Italy,Serie A TIM,Sassuolo,86,85,84,89,40,75
1131,Rodrigo Javier De Paul,87,team-of-the-week,RM,Argentina,LaLiga Santander,Atlético de Madrid,82,81,86,85,79,84
1132,Bremer,87,toty-honourable-mentions,CB,Brazil,Serie A TIM,Juventus,83,54,63,70,90,85
1133,Azzedine Ounahi,87,toty-honourable-mentions,CM,Morocco,Ligue 1 Uber Eats,Angers SCO,82,81,85,90,76,84
1134,Ritsu Doan,87,toty-honourable-mentions,RM,Japan,Bundesliga,SC Freiburg,92,82,85,92,50,68
1135,James Ward-Prowse,87,team-of-the-week,CAM,England,Premier League,Southampton,78,83,92,86,77,81
1136,Victor Osimhen,87,team-of-the-week,ST,Nigeria,Serie A TIM,Napoli,94,87,71,83,45,85
1137,Hamari Traoré,87,team-of-the-week,RWB,Mali,Ligue 1 Uber Eats,Stade Rennais FC,91,65,80,83,82,86
1138,Ștefan Radu,87,fut-centurions,CB,Romania,Serie A TIM,Latium,82,69,75,79,88,83
1139,Álex Fernández,87,fut-centurions,CAM,Spain,LaLiga Santander,Cádiz CF,84,85,88,86,79,78
1140,Iago Aspas,87,fut-centurions,ST,Spain,LaLiga Santander,RC Celta,87,90,83,90,37,75
1141,Dušan Tadić,87,fut-centurions,LW,Serbia,Eredivisie,Ajax,83,87,91,89,50,82
1142,Azpilicueta,87,fut-centurions,CB,Spain,Premier League,Chelsea,82,60,85,82,88,84
1143,Domenico Berardi,87,fut-centurions,RM,Italy,Serie A TIM,Sassuolo,87,87,84,88,59,79
1144,Declan Rice,87,fut-centurions,CDM,England,Premier League,West Ham,82,70,81,84,88,89
1145,James Tavernier,87,fut-centurions,RB,England,cinch Premiership,Rangers,90,82,85,83,80,87
1146,Danilo,87,team-of-the-week,CB,Brazil,Serie A TIM,Juventus,80,75,81,81,88,86
1147,Jules Koundé,87,team-of-the-week,RB,France,LaLiga Santander,FC Barcelona,87,48,68,78,88,83
1148,Anderson Talisca,87,team-of-the-week,CF,Brazil,Rest of World,Al Nassr,86,87,84,88,58,81
1149,Marcos Acuña,87,team-of-the-week,LM,Argentina,LaLiga Santander,Sevilla FC,79,77,85,89,82,85
1150,Alexander Sørloth,87,team-of-the-week,ST,Norway,LaLiga Santander,Real Sociedad,91,86,81,85,45,93
1151,Raúl García,87,fut-centurions,ST,Spain,LaLiga Santander,Athletic Club,85,87,87,86,66,89
1152,Fabio Quagliarella,87,fut-centurions,ST,Italy,Serie A TIM,Sampdoria,87,90,85,89,37,75
1153,Lucas Vázquez,87,fut-centurions,RB,Spain,LaLiga Santander,Real Madrid,88,80,85,86,82,81
1154,Joaquín,87,fut-centurions,RM,Spain,LaLiga Santander,Real Betis,87,87,91,87,48,75
1155,Ante Rebić,87,fut-centurions,LW,Croatia,Serie A TIM,Milan,93,87,82,88,54,87
1156,Douglas Luiz,87,team-of-the-week,CDM,Brazil,Premier League,Aston Villa,78,76,87,87,83,80
